Index,att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,att11,att12,att13,att14,att15,att16,id,outlier
1397,46.0,87.0,62.0,65.0,97.0,100.0,32.0,89.0,62.0,66.0,100.0,48.0,71.0,4.0,0.0,0.0,1529.0,0
1398,0.0,72.0,29.0,100.0,59.0,79.0,58.0,23.0,42.0,0.0,30.0,30.0,65.0,47.0,100.0,64.0,1530.0,0
1399,48.0,100.0,89.0,100.0,76.0,77.0,69.0,56.0,100.0,35.0,89.0,11.0,45.0,0.0,0.0,8.0,1532.0,0
1400,0.0,55.0,39.0,74.0,76.0,95.0,100.0,100.0,87.0,75.0,72.0,50.0,61.0,25.0,57.0,0.0,1533.0,0
1401,0.0,96.0,23.0,46.0,91.0,55.0,80.0,100.0,49.0,94.0,100.0,59.0,81.0,7.0,15.0,0.0,1534.0,0
1402,52.0,92.0,91.0,100.0,100.0,74.0,77.0,48.0,41.0,27.0,0.0,9.0,35.0,1.0,89.0,0.0,1535.0,0
1403,0.0,69.0,23.0,83.0,82.0,100.0,100.0,95.0,86.0,70.0,75.0,44.0,62.0,19.0,64.0,0.0,1536.0,0
1404,63.0,78.0,83.0,100.0,100.0,80.0,78.0,53.0,42.0,30.0,0.0,8.0,30.0,0.0,93.0,3.0,1537.0,0
1405,85.0,69.0,81.0,100.0,100.0,66.0,76.0,30.0,36.0,5.0,0.0,0.0,50.0,7.0,99.0,5.0,1538.0,0
1406,32.0,100.0,6.0,65.0,0.0,24.0,29.0,0.0,70.0,20.0,100.0,53.0,93.0,90.0,47.0,97.0,1539.0,0
1407,40.0,100.0,0.0,96.0,1.0,72.0,44.0,91.0,63.0,58.0,100.0,29.0,96.0,0.0,39.0,9.0,1540.0,0
1408,0.0,100.0,57.0,98.0,100.0,100.0,76.0,62.0,58.0,23.0,53.0,0.0,30.0,36.0,88.0,43.0,1541.0,0
1409,19.0,91.0,18.0,50.0,88.0,50.0,88.0,5.0,24.0,0.0,0.0,51.0,29.0,91.0,100.0,100.0,1542.0,0
1410,100.0,100.0,74.0,88.0,46.0,69.0,22.0,47.0,0.0,24.0,3.0,0.0,36.0,11.0,7.0,23.0,1544.0,0
1411,100.0,97.0,76.0,100.0,29.0,72.0,0.0,39.0,15.0,8.0,95.0,0.0,78.0,22.0,0.0,16.0,1547.0,0
1412,46.0,92.0,45.0,62.0,38.0,22.0,0.0,0.0,9.0,39.0,57.0,70.0,100.0,100.0,27.0,98.0,1548.0,0
1413,100.0,100.0,64.0,87.0,28.0,59.0,0.0,30.0,7.0,0.0,72.0,3.0,76.0,31.0,20.0,49.0,1549.0,0
1414,0.0,93.0,58.0,100.0,97.0,74.0,73.0,41.0,41.0,9.0,27.0,0.0,19.0,27.0,100.0,33.0,1550.0,0
1415,79.0,90.0,68.0,100.0,29.0,67.0,0.0,34.0,2.0,0.0,95.0,0.0,100.0,27.0,5.0,20.0,1551.0,0
1416,100.0,100.0,56.0,87.0,24.0,59.0,5.0,27.0,29.0,0.0,79.0,9.0,38.0,24.0,0.0,2.0,1552.0,0
1417,42.0,79.0,93.0,100.0,89.0,96.0,39.0,78.0,51.0,43.0,100.0,33.0,56.0,3.0,0.0,0.0,1553.0,0
1418,0.0,0.0,39.0,12.0,76.0,32.0,96.0,58.0,97.0,84.0,59.0,100.0,53.0,77.0,100.0,63.0,1554.0,0
1419,98.0,100.0,56.0,80.0,23.0,48.0,10.0,9.0,58.0,0.0,100.0,18.0,49.0,22.0,0.0,8.0,1556.0,0
1420,0.0,66.0,23.0,100.0,53.0,83.0,41.0,43.0,14.0,10.0,13.0,0.0,56.0,9.0,100.0,12.0,1558.0,0
1421,6.0,79.0,42.0,95.0,100.0,100.0,35.0,88.0,0.0,56.0,62.0,41.0,64.0,0.0,2.0,0.0,1559.0,0
1422,0.0,51.0,31.0,60.0,66.0,79.0,100.0,100.0,90.0,79.0,66.0,53.0,43.0,28.0,27.0,0.0,1560.0,0
1423,74.0,100.0,2.0,49.0,29.0,0.0,100.0,54.0,61.0,95.0,0.0,39.0,75.0,77.0,6.0,21.0,1561.0,0
1424,64.0,89.0,100.0,100.0,47.0,87.0,7.0,64.0,25.0,53.0,74.0,43.0,51.0,14.0,0.0,0.0,1562.0,0
1425,30.0,94.0,0.0,58.0,4.0,14.0,52.0,0.0,94.0,29.0,100.0,71.0,60.0,100.0,10.0,86.0,1563.0,0
1426,0.0,70.0,11.0,100.0,34.0,88.0,26.0,55.0,15.0,23.0,28.0,0.0,66.0,7.0,100.0,19.0,1564.0,0
1427,46.0,99.0,12.0,70.0,0.0,31.0,24.0,0.0,70.0,4.0,100.0,36.0,94.0,76.0,60.0,100.0,1565.0,0
1428,51.0,78.0,0.0,68.0,47.0,34.0,100.0,0.0,19.0,7.0,63.0,43.0,85.0,82.0,9.0,100.0,1566.0,0
1429,46.0,94.0,100.0,100.0,64.0,97.0,17.0,76.0,22.0,53.0,70.0,33.0,56.0,3.0,0.0,0.0,1567.0,0
1430,43.0,100.0,13.0,73.0,54.0,39.0,39.0,0.0,0.0,7.0,13.0,61.0,46.0,100.0,100.0,100.0,1568.0,0
1431,0.0,73.0,12.0,26.0,49.0,0.0,92.0,13.0,100.0,60.0,73.0,98.0,29.0,100.0,8.0,60.0,1569.0,0
1432,81.0,85.0,10.0,79.0,42.0,38.0,56.0,0.0,0.0,21.0,45.0,62.0,100.0,100.0,29.0,82.0,1570.0,0
1433,36.0,91.0,62.0,98.0,100.0,100.0,44.0,94.0,1.0,65.0,46.0,44.0,51.0,0.0,0.0,2.0,1572.0,0
1434,22.0,99.0,7.0,64.0,0.0,25.0,36.0,0.0,83.0,27.0,100.0,64.0,76.0,100.0,19.0,95.0,1573.0,0
1435,33.0,61.0,41.0,100.0,41.0,95.0,39.0,55.0,37.0,16.0,0.0,0.0,50.0,3.0,100.0,8.0,1575.0,0
1436,58.0,62.0,8.0,46.0,12.0,0.0,67.0,15.0,100.0,56.0,90.0,100.0,34.0,81.0,0.0,41.0,1576.0,0
1437,12.0,71.0,15.0,50.0,29.0,100.0,32.0,76.0,34.0,25.0,0.0,0.0,47.0,4.0,100.0,5.0,1578.0,0
1438,0.0,88.0,39.0,100.0,77.0,83.0,77.0,42.0,72.0,0.0,42.0,11.0,54.0,27.0,100.0,26.0,1579.0,0
1439,40.0,100.0,27.0,71.0,65.0,89.0,13.0,90.0,60.0,62.0,100.0,30.0,62.0,0.0,0.0,1.0,1580.0,0
1440,100.0,94.0,29.0,84.0,32.0,41.0,59.0,0.0,0.0,1.0,42.0,38.0,87.0,74.0,52.0,100.0,1581.0,0
1441,12.0,14.0,56.0,48.0,100.0,84.0,53.0,100.0,32.0,65.0,80.0,30.0,62.0,0.0,0.0,17.0,1582.0,0
1442,42.0,95.0,0.0,64.0,48.0,42.0,21.0,0.0,0.0,18.0,5.0,72.0,42.0,100.0,100.0,98.0,1583.0,0
1443,0.0,86.0,33.0,100.0,60.0,81.0,58.0,59.0,96.0,44.0,100.0,14.0,62.0,0.0,20.0,6.0,1584.0,0
1444,100.0,98.0,75.0,96.0,22.0,100.0,0.0,83.0,38.0,66.0,80.0,42.0,56.0,6.0,5.0,0.0,1585.0,0
1445,19.0,74.0,47.0,100.0,81.0,83.0,57.0,51.0,18.0,26.0,0.0,9.0,54.0,6.0,100.0,0.0,1586.0,0
1446,0.0,62.0,30.0,90.0,70.0,100.0,57.0,61.0,48.0,22.0,7.0,0.0,36.0,2.0,100.0,3.0,1587.0,0
1447,29.0,70.0,56.0,36.0,43.0,2.0,3.0,0.0,0.0,42.0,13.0,76.0,56.0,90.0,100.0,100.0,1588.0,0
1448,12.0,60.0,37.0,36.0,41.0,0.0,15.0,2.0,0.0,42.0,27.0,66.0,63.0,84.0,100.0,100.0,1589.0,0
1449,60.0,82.0,21.0,74.0,0.0,25.0,34.0,0.0,82.0,27.0,100.0,75.0,54.0,100.0,14.0,75.0,1590.0,0
1450,26.0,100.0,21.0,65.0,91.0,32.0,66.0,0.0,38.0,25.0,91.0,61.0,100.0,99.0,0.0,98.0,1591.0,0
1451,55.0,92.0,17.0,78.0,55.0,38.0,50.0,0.0,0.0,21.0,56.0,55.0,100.0,92.0,25.0,100.0,1592.0,0
1452,0.0,91.0,42.0,100.0,63.0,76.0,53.0,38.0,54.0,0.0,40.0,4.0,48.0,29.0,100.0,36.0,1593.0,0
1453,0.0,90.0,41.0,100.0,83.0,88.0,65.0,65.0,69.0,43.0,100.0,22.0,66.0,5.0,14.0,0.0,1594.0,0
1454,65.0,84.0,40.0,100.0,7.0,68.0,0.0,31.0,34.0,0.0,100.0,8.0,64.0,24.0,11.0,3.0,1595.0,0
1455,0.0,82.0,31.0,100.0,48.0,57.0,50.0,5.0,35.0,0.0,32.0,28.0,66.0,44.0,100.0,62.0,1596.0,0
1456,19.0,77.0,0.0,37.0,13.0,0.0,63.0,9.0,97.0,41.0,100.0,82.0,58.0,100.0,15.0,77.0,1597.0,0
1457,100.0,100.0,73.0,96.0,45.0,68.0,28.0,37.0,27.0,4.0,76.0,0.0,58.0,24.0,0.0,22.0,1598.0,0
1458,32.0,84.0,0.0,55.0,18.0,1.0,76.0,0.0,100.0,52.0,71.0,100.0,34.0,61.0,43.0,5.0,1599.0,0
1459,0.0,85.0,31.0,100.0,59.0,73.0,55.0,36.0,46.0,0.0,27.0,26.0,47.0,40.0,100.0,39.0,1600.0,0
1460,0.0,100.0,73.0,99.0,62.0,66.0,34.0,33.0,14.0,0.0,5.0,15.0,19.0,43.0,100.0,43.0,1602.0,0
1461,15.0,79.0,8.0,36.0,37.0,0.0,89.0,21.0,100.0,63.0,73.0,100.0,21.0,82.0,0.0,43.0,1603.0,0
1462,0.0,100.0,50.0,91.0,68.0,60.0,58.0,29.0,26.0,0.0,9.0,18.0,23.0,45.0,100.0,49.0,1604.0,0
1463,45.0,98.0,82.0,100.0,72.0,57.0,42.0,22.0,0.0,0.0,3.0,2.0,52.0,4.0,100.0,6.0,1605.0,0
1464,11.0,80.0,0.0,54.0,47.0,32.0,36.0,0.0,11.0,24.0,3.0,62.0,46.0,87.0,100.0,100.0,1606.0,0
1465,0.0,80.0,35.0,100.0,80.0,89.0,58.0,61.0,68.0,39.0,100.0,15.0,55.0,0.0,2.0,3.0,1607.0,0
1466,0.0,3.0,28.0,0.0,62.0,18.0,87.0,43.0,100.0,71.0,89.0,100.0,54.0,98.0,78.0,80.0,1608.0,0
1467,25.0,84.0,56.0,54.0,47.0,17.0,5.0,0.0,0.0,35.0,10.0,72.0,52.0,90.0,100.0,100.0,1609.0,0
1468,49.0,85.0,84.0,100.0,89.0,81.0,48.0,61.0,90.0,49.0,100.0,30.0,51.0,14.0,0.0,0.0,1610.0,0
1469,28.0,77.0,62.0,100.0,100.0,85.0,67.0,58.0,96.0,40.0,92.0,9.0,41.0,0.0,0.0,18.0,1611.0,0
1470,0.0,80.0,43.0,93.0,91.0,100.0,96.0,80.0,75.0,57.0,100.0,36.0,90.0,14.0,48.0,0.0,1612.0,0
1471,0.0,85.0,26.0,100.0,74.0,89.0,62.0,64.0,61.0,39.0,100.0,21.0,64.0,4.0,7.0,0.0,1613.0,0
1472,67.0,99.0,62.0,62.0,97.0,13.0,0.0,0.0,7.0,34.0,100.0,59.0,100.0,100.0,10.0,93.0,1614.0,0
1473,97.0,100.0,43.0,77.0,13.0,42.0,7.0,2.0,68.0,0.0,100.0,34.0,43.0,36.0,0.0,5.0,1615.0,0
1474,53.0,92.0,75.0,100.0,72.0,71.0,64.0,60.0,100.0,44.0,78.0,15.0,32.0,0.0,0.0,10.0,1616.0,0
1475,0.0,95.0,48.0,100.0,89.0,80.0,78.0,38.0,51.0,0.0,27.0,21.0,51.0,39.0,100.0,31.0,1617.0,0
1476,70.0,92.0,12.0,52.0,26.0,0.0,100.0,43.0,88.0,100.0,13.0,58.0,61.0,68.0,0.0,11.0,1618.0,0
1477,96.0,82.0,63.0,100.0,0.0,84.0,31.0,71.0,100.0,84.0,91.0,55.0,64.0,28.0,36.0,0.0,1619.0,0
1478,20.0,80.0,54.0,100.0,100.0,95.0,74.0,65.0,83.0,41.0,93.0,9.0,47.0,0.0,0.0,2.0,1620.0,0
1479,0.0,99.0,73.0,100.0,100.0,80.0,56.0,47.0,33.0,7.0,10.0,0.0,7.0,33.0,81.0,35.0,1621.0,0
1480,55.0,73.0,57.0,100.0,92.0,89.0,75.0,50.0,43.0,16.0,0.0,0.0,44.0,19.0,100.0,12.0,1622.0,0
1481,82.0,73.0,61.0,100.0,0.0,80.0,35.0,55.0,100.0,77.0,99.0,61.0,87.0,23.0,98.0,0.0,1623.0,0
1482,17.0,87.0,12.0,65.0,64.0,43.0,52.0,0.0,0.0,14.0,4.0,61.0,35.0,97.0,100.0,100.0,1625.0,0
1483,32.0,98.0,8.0,71.0,56.0,25.0,28.0,0.0,0.0,42.0,77.0,69.0,100.0,100.0,15.0,92.0,1626.0,0
1484,40.0,88.0,95.0,100.0,88.0,100.0,40.0,77.0,72.0,61.0,100.0,33.0,58.0,7.0,0.0,0.0,1627.0,0
1485,0.0,72.0,1.0,100.0,49.0,100.0,72.0,71.0,43.0,39.0,10.0,10.0,51.0,0.0,100.0,1.0,1628.0,0
1486,4.0,84.0,50.0,100.0,57.0,79.0,39.0,52.0,90.0,41.0,100.0,15.0,52.0,0.0,0.0,5.0,1629.0,0
1487,42.0,85.0,85.0,100.0,100.0,68.0,76.0,32.0,45.0,0.0,50.0,1.0,38.0,40.0,0.0,65.0,1630.0,0
1488,0.0,83.0,42.0,100.0,100.0,86.0,75.0,43.0,50.0,0.0,11.0,15.0,2.0,27.0,69.0,29.0,1631.0,0
1489,43.0,97.0,80.0,79.0,22.0,66.0,35.0,100.0,86.0,75.0,100.0,23.0,48.0,0.0,0.0,24.0,1632.0,0
1490,82.0,100.0,39.0,78.0,17.0,48.0,19.0,17.0,66.0,0.0,100.0,21.0,44.0,31.0,0.0,13.0,1633.0,0
1491,100.0,100.0,47.0,88.0,18.0,55.0,16.0,18.0,57.0,0.0,95.0,29.0,51.0,38.0,0.0,16.0,1634.0,0
1492,1.0,30.0,35.0,0.0,78.0,14.0,100.0,56.0,85.0,100.0,42.0,98.0,8.0,65.0,0.0,20.0,1635.0,0
1493,100.0,100.0,68.0,96.0,37.0,75.0,14.0,51.0,0.0,22.0,21.0,0.0,54.0,10.0,15.0,18.0,1636.0,0
1494,17.0,71.0,38.0,100.0,90.0,85.0,68.0,51.0,66.0,44.0,100.0,15.0,53.0,0.0,0.0,18.0,1637.0,0
1495,0.0,66.0,48.0,100.0,100.0,83.0,69.0,41.0,37.0,0.0,81.0,26.0,76.0,69.0,8.0,93.0,1639.0,0
1496,62.0,90.0,15.0,77.0,10.0,26.0,56.0,0.0,100.0,31.0,93.0,81.0,42.0,100.0,0.0,70.0,1640.0,0
1497,93.0,100.0,58.0,79.0,28.0,50.0,8.0,18.0,47.0,0.0,100.0,14.0,58.0,25.0,0.0,19.0,1641.0,0
1498,100.0,100.0,66.0,95.0,27.0,65.0,0.0,29.0,25.0,0.0,77.0,12.0,70.0,43.0,16.0,44.0,1642.0,0
1499,48.0,96.0,67.0,100.0,68.0,57.0,40.0,23.0,0.0,15.0,19.0,30.0,59.0,12.0,100.0,0.0,1643.0,0
1500,8.0,100.0,25.0,75.0,84.0,99.0,0.0,100.0,20.0,83.0,100.0,81.0,60.0,39.0,13.0,0.0,1644.0,0
1501,0.0,97.0,10.0,100.0,55.0,93.0,100.0,89.0,72.0,67.0,46.0,45.0,37.0,18.0,41.0,0.0,1645.0,0
1502,100.0,100.0,40.0,88.0,40.0,67.0,97.0,79.0,94.0,65.0,82.0,40.0,52.0,16.0,0.0,0.0,1646.0,0
1503,56.0,76.0,73.0,52.0,93.0,13.0,0.0,0.0,37.0,35.0,100.0,69.0,100.0,100.0,17.0,76.0,1647.0,0
1504,26.0,85.0,68.0,100.0,91.0,79.0,68.0,54.0,83.0,40.0,100.0,16.0,56.0,0.0,0.0,7.0,1648.0,0
1505,0.0,64.0,21.0,100.0,27.0,86.0,24.0,43.0,8.0,4.0,6.0,0.0,53.0,2.0,100.0,6.0,1649.0,0
1506,0.0,53.0,48.0,75.0,67.0,100.0,81.0,83.0,81.0,57.0,88.0,31.0,100.0,6.0,99.0,0.0,1650.0,0
1507,27.0,65.0,58.0,36.0,61.0,0.0,25.0,10.0,0.0,45.0,13.0,74.0,56.0,89.0,100.0,100.0,1651.0,0
1508,81.0,100.0,55.0,92.0,17.0,61.0,3.0,26.0,41.0,0.0,100.0,14.0,65.0,44.0,0.0,60.0,1652.0,0
1509,0.0,33.0,31.0,60.0,69.0,86.0,81.0,100.0,72.0,72.0,72.0,44.0,76.0,16.0,100.0,0.0,1653.0,0
1510,11.0,82.0,6.0,41.0,28.0,0.0,78.0,7.0,100.0,48.0,80.0,90.0,32.0,100.0,0.0,65.0,1654.0,0
1511,100.0,100.0,71.0,94.0,38.0,70.0,11.0,42.0,0.0,13.0,40.0,0.0,51.0,26.0,5.0,23.0,1655.0,0
1512,0.0,71.0,24.0,100.0,64.0,99.0,69.0,63.0,53.0,29.0,28.0,0.0,57.0,5.0,100.0,10.0,1656.0,0
1513,100.0,98.0,54.0,100.0,52.0,68.0,83.0,95.0,95.0,61.0,92.0,18.0,48.0,0.0,0.0,2.0,1657.0,0
1514,8.0,64.0,65.0,74.0,100.0,100.0,43.0,93.0,0.0,66.0,57.0,72.0,48.0,42.0,27.0,0.0,1658.0,0
1515,47.0,80.0,71.0,100.0,100.0,89.0,38.0,72.0,44.0,48.0,91.0,23.0,45.0,0.0,0.0,10.0,1659.0,0
1516,0.0,47.0,38.0,67.0,78.0,89.0,100.0,100.0,77.0,75.0,53.0,49.0,31.0,23.0,16.0,0.0,1660.0,0
1517,86.0,62.0,64.0,100.0,0.0,80.0,40.0,44.0,92.0,12.0,29.0,0.0,41.0,37.0,100.0,65.0,1661.0,0
1518,0.0,90.0,38.0,100.0,68.0,70.0,59.0,33.0,32.0,0.0,2.0,27.0,35.0,42.0,100.0,41.0,1662.0,0
1519,65.0,93.0,68.0,73.0,92.0,23.0,13.0,0.0,0.0,38.0,87.0,65.0,100.0,100.0,5.0,98.0,1663.0,0
1520,62.0,100.0,26.0,74.0,15.0,43.0,8.0,12.0,57.0,0.0,100.0,19.0,52.0,35.0,0.0,23.0,1664.0,0
1521,71.0,100.0,50.0,87.0,32.0,50.0,32.0,11.0,76.0,0.0,100.0,32.0,51.0,49.0,0.0,41.0,1665.0,0
1522,0.0,93.0,60.0,100.0,70.0,83.0,70.0,67.0,70.0,50.0,80.0,33.0,80.0,16.0,100.0,0.0,1666.0,0
1523,26.0,90.0,17.0,64.0,60.0,34.0,53.0,0.0,20.0,32.0,0.0,73.0,31.0,96.0,100.0,100.0,1667.0,0
1524,23.0,88.0,0.0,55.0,25.0,50.0,64.0,20.0,17.0,0.0,21.0,54.0,35.0,97.0,100.0,100.0,1668.0,0
1525,27.0,84.0,12.0,42.0,18.0,0.0,73.0,7.0,100.0,45.0,93.0,88.0,40.0,100.0,0.0,67.0,1670.0,0
1526,55.0,82.0,95.0,100.0,98.0,83.0,64.0,62.0,91.0,38.0,100.0,13.0,49.0,0.0,0.0,8.0,1671.0,0
1527,42.0,97.0,13.0,94.0,51.0,76.0,57.0,100.0,90.0,64.0,100.0,21.0,55.0,0.0,0.0,0.0,1673.0,0
1528,0.0,93.0,53.0,100.0,89.0,75.0,85.0,37.0,73.0,0.0,48.0,1.0,44.0,29.0,100.0,25.0,1674.0,0
1529,0.0,50.0,28.0,70.0,77.0,93.0,100.0,100.0,77.0,75.0,56.0,50.0,44.0,25.0,62.0,0.0,1675.0,0
1530,90.0,78.0,43.0,100.0,0.0,73.0,63.0,68.0,95.0,94.0,100.0,51.0,79.0,11.0,16.0,0.0,1676.0,0
1531,18.0,74.0,3.0,67.0,74.0,34.0,41.0,0.0,3.0,27.0,59.0,63.0,100.0,100.0,0.0,95.0,1677.0,0
1532,100.0,80.0,54.0,77.0,25.0,96.0,78.0,100.0,99.0,74.0,76.0,45.0,42.0,20.0,0.0,0.0,1678.0,0
1533,8.0,92.0,67.0,100.0,87.0,82.0,62.0,40.0,31.0,0.0,0.0,14.0,38.0,30.0,100.0,27.0,1679.0,0
1534,0.0,66.0,25.0,100.0,48.0,70.0,43.0,23.0,26.0,0.0,21.0,33.0,60.0,46.0,100.0,61.0,1680.0,0
1535,23.0,100.0,0.0,65.0,5.0,23.0,52.0,0.0,100.0,21.0,95.0,62.0,53.0,92.0,12.0,66.0,1681.0,0
1536,0.0,45.0,27.0,61.0,63.0,81.0,100.0,100.0,84.0,74.0,63.0,49.0,41.0,24.0,20.0,0.0,1682.0,0
1537,66.0,98.0,22.0,67.0,100.0,88.0,17.0,100.0,11.0,52.0,0.0,0.0,79.0,13.0,22.0,53.0,1683.0,0
1538,48.0,81.0,29.0,100.0,67.0,88.0,48.0,40.0,12.0,3.0,0.0,8.0,50.0,14.0,100.0,0.0,1684.0,0
1539,52.0,95.0,100.0,100.0,70.0,91.0,26.0,77.0,26.0,55.0,64.0,43.0,43.0,14.0,0.0,0.0,1685.0,0
1540,39.0,96.0,79.0,100.0,71.0,71.0,68.0,55.0,100.0,34.0,86.0,4.0,43.0,0.0,0.0,11.0,1686.0,0
1541,20.0,100.0,34.0,63.0,57.0,25.0,23.0,0.0,6.0,39.0,0.0,81.0,48.0,95.0,100.0,95.0,1688.0,0
1542,41.0,100.0,0.0,70.0,76.0,37.0,100.0,0.0,10.0,5.0,41.0,43.0,97.0,79.0,27.0,91.0,1689.0,0
1543,7.0,69.0,0.0,25.0,36.0,0.0,74.0,10.0,100.0,49.0,85.0,95.0,45.0,100.0,17.0,67.0,1690.0,0
1544,70.0,100.0,27.0,75.0,0.0,39.0,6.0,0.0,63.0,2.0,100.0,33.0,93.0,71.0,38.0,74.0,1691.0,0
1545,0.0,97.0,2.0,58.0,19.0,21.0,65.0,0.0,100.0,29.0,98.0,67.0,66.0,100.0,16.0,93.0,1692.0,0
1546,13.0,100.0,0.0,54.0,25.0,13.0,70.0,0.0,100.0,35.0,86.0,81.0,41.0,94.0,6.0,62.0,1693.0,0
1547,40.0,90.0,87.0,100.0,81.0,93.0,39.0,71.0,70.0,46.0,100.0,23.0,52.0,6.0,0.0,0.0,1694.0,0
1548,79.0,68.0,100.0,94.0,47.0,100.0,0.0,83.0,27.0,62.0,84.0,58.0,91.0,30.0,80.0,0.0,1695.0,0
1549,25.0,57.0,20.0,21.0,62.0,0.0,100.0,22.0,95.0,68.0,61.0,100.0,14.0,99.0,0.0,57.0,1696.0,0
1550,36.0,81.0,69.0,90.0,100.0,100.0,80.0,80.0,60.0,60.0,41.0,40.0,20.0,19.0,0.0,0.0,1697.0,0
1551,0.0,71.0,47.0,85.0,100.0,100.0,92.0,82.0,75.0,60.0,62.0,38.0,45.0,16.0,40.0,0.0,1698.0,0
1552,52.0,100.0,28.0,75.0,63.0,36.0,41.0,0.0,0.0,18.0,16.0,66.0,47.0,99.0,100.0,99.0,1699.0,0
1553,64.0,100.0,100.0,92.0,94.0,56.0,72.0,22.0,72.0,0.0,91.0,31.0,52.0,59.0,0.0,80.0,1700.0,0
1554,100.0,83.0,64.0,100.0,50.0,65.0,75.0,26.0,35.0,0.0,0.0,22.0,46.0,53.0,100.0,78.0,1702.0,0
1555,18.0,100.0,23.0,69.0,57.0,39.0,29.0,0.0,0.0,27.0,0.0,75.0,40.0,94.0,100.0,99.0,1703.0,0
1556,7.0,72.0,34.0,100.0,79.0,95.0,67.0,61.0,33.0,33.0,0.0,5.0,48.0,0.0,100.0,1.0,1704.0,0
1557,49.0,97.0,77.0,100.0,79.0,60.0,47.0,28.0,0.0,11.0,8.0,24.0,58.0,14.0,100.0,0.0,1705.0,0
1558,37.0,100.0,8.0,78.0,0.0,39.0,18.0,4.0,59.0,0.0,91.0,26.0,100.0,64.0,72.0,92.0,1706.0,0
1559,30.0,83.0,8.0,43.0,19.0,3.0,71.0,0.0,100.0,36.0,87.0,78.0,39.0,100.0,0.0,73.0,1707.0,0
1560,37.0,78.0,79.0,100.0,89.0,68.0,60.0,36.0,16.0,13.0,0.0,22.0,56.0,22.0,100.0,0.0,1708.0,0
1561,0.0,100.0,53.0,95.0,80.0,66.0,69.0,30.0,66.0,0.0,100.0,30.0,61.0,36.0,7.0,39.0,1709.0,0
1562,60.0,100.0,33.0,83.0,0.0,49.0,8.0,11.0,68.0,0.0,100.0,30.0,48.0,38.0,32.0,5.0,1710.0,0
1563,59.0,63.0,97.0,88.0,100.0,100.0,89.0,66.0,78.0,30.0,55.0,0.0,0.0,3.0,80.0,2.0,1711.0,0
1564,12.0,73.0,29.0,100.0,70.0,87.0,51.0,53.0,13.0,28.0,0.0,4.0,50.0,0.0,100.0,0.0,1712.0,0
1565,12.0,76.0,27.0,98.0,45.0,48.0,28.0,0.0,0.0,14.0,54.0,56.0,100.0,100.0,30.0,96.0,1713.0,0
1566,30.0,85.0,20.0,66.0,74.0,38.0,46.0,0.0,0.0,17.0,0.0,65.0,31.0,100.0,100.0,98.0,1714.0,0
1567,7.0,54.0,8.0,14.0,56.0,0.0,99.0,24.0,100.0,68.0,63.0,100.0,12.0,97.0,0.0,56.0,1716.0,0
1568,17.0,67.0,55.0,93.0,71.0,100.0,61.0,56.0,48.0,13.0,0.0,1.0,37.0,0.0,100.0,0.0,1717.0,0
1569,2.0,65.0,29.0,35.0,46.0,2.0,12.0,0.0,0.0,41.0,18.0,73.0,58.0,88.0,100.0,100.0,1718.0,0
1570,61.0,90.0,67.0,61.0,99.0,100.0,9.0,71.0,17.0,56.0,0.0,0.0,100.0,25.0,17.0,61.0,1719.0,0
1571,12.0,69.0,26.0,99.0,79.0,100.0,70.0,73.0,79.0,49.0,100.0,15.0,53.0,0.0,0.0,12.0,1720.0,0
1572,0.0,54.0,27.0,64.0,63.0,83.0,100.0,100.0,97.0,78.0,81.0,53.0,68.0,26.0,63.0,0.0,1721.0,0
1573,1.0,68.0,4.0,100.0,55.0,77.0,55.0,31.0,7.0,2.0,0.0,6.0,60.0,0.0,100.0,19.0,1722.0,0
1574,49.0,95.0,82.0,100.0,68.0,68.0,73.0,66.0,100.0,41.0,74.0,12.0,29.0,0.0,0.0,21.0,1723.0,0
1575,47.0,100.0,17.0,68.0,0.0,34.0,9.0,0.0,71.0,18.0,97.0,51.0,100.0,86.0,48.0,95.0,1724.0,0
1576,22.0,89.0,0.0,55.0,39.0,47.0,43.0,4.0,6.0,0.0,16.0,56.0,39.0,100.0,100.0,98.0,1725.0,0
1577,54.0,63.0,45.0,100.0,1.0,53.0,11.0,0.0,75.0,18.0,100.0,74.0,44.0,98.0,0.0,54.0,1726.0,0
1578,18.0,91.0,0.0,48.0,22.0,6.0,66.0,0.0,100.0,30.0,91.0,76.0,52.0,100.0,16.0,76.0,1727.0,0
1579,32.0,59.0,70.0,77.0,98.0,100.0,100.0,83.0,87.0,58.0,79.0,33.0,57.0,9.0,0.0,0.0,1730.0,0
1580,36.0,90.0,34.0,65.0,77.0,32.0,40.0,0.0,13.0,30.0,0.0,72.0,24.0,100.0,100.0,93.0,1731.0,0
1581,100.0,100.0,69.0,96.0,38.0,66.0,14.0,33.0,19.0,0.0,68.0,3.0,52.0,32.0,0.0,25.0,1732.0,0
1582,34.0,67.0,98.0,74.0,100.0,100.0,32.0,90.0,0.0,63.0,69.0,65.0,85.0,41.0,64.0,0.0,1733.0,0
1583,22.0,53.0,76.0,70.0,100.0,100.0,39.0,99.0,0.0,71.0,53.0,61.0,67.0,31.0,40.0,0.0,1734.0,0
1584,62.0,98.0,22.0,72.0,0.0,29.0,28.0,0.0,77.0,15.0,100.0,57.0,86.0,100.0,37.0,97.0,1735.0,0
